,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.23108642668249e+19,0.005643403455060003
1,0,1,5.95442132129302e+19,0.005146872868736841
2,0,2,6.901428686829714e+19,0.0058826333925250844
3,0,3,7.913030345003636e+19,0.00656956517372174
4,1,0,7.2508412631710925e+19,0.005296794186251073
5,1,1,6.4961352023856505e+19,0.005083004713968591
6,1,2,7.3567848222942446e+19,0.00572626662427555
7,1,3,8.294376374266811e+19,0.005434646573672253
8,2,0,7.886079976079198e+19,0.004368138402753373
9,2,1,7.011887780411306e+19,0.004532700439175505
10,2,2,7.751653198476008e+19,0.0035157606489865504
11,2,3,8.732267915177022e+19,0.00438377234911486
12,3,0,7.72839195513126e+19,0.0035020979470429636
13,3,1,6.83407894458221e+19,0.004101183725216788
14,3,2,7.560524800874919e+19,0.0037336619397239624
15,3,3,8.37655298924056e+19,0.004265635307954846
16,4,0,7.040316650564677e+19,0.0040085458228311
17,4,1,6.178939440872918e+19,0.0038444003340831734
18,4,2,6.8510460043818615e+19,0.003965362294893434
19,4,3,7.608289316703999e+19,0.004322562044450651
20,5,0,6.097414144565773e+19,0.005078551191260324
21,5,1,5.3299972975813304e+19,0.004798870064532249
22,5,2,5.937126150106312e+19,0.0047095465027682075
23,5,3,6.634358926945984e+19,0.005540436369238613
24,6,0,4.959711374306135e+19,0.0065930798776420935
25,6,1,4.371005658739974e+19,0.006739803778005654
26,6,2,4.888565109578437e+19,0.00692387757300459
27,6,3,5.540702240551517e+19,0.007799541720729493
28,7,0,3.942361356968094e+19,0.008499890087493574
29,7,1,3.689905635451536e+19,0.008909905204786824
30,7,2,4.1930586210511405e+19,0.008384224199826281
31,7,3,4.862370010028399e+19,0.00922376116474494
